id	report_number	mvb_report_number	data_provider	data_title	data_source	data_source_type	data_date	sample_source	sample_info	infection_history	vac_history	vac_boost	vac_boost_dose	vac_boost_dose_unit	boost_info	boost_glossid	vac_mvbid	boost_class	experiment_id	assay_cat	assay_type	assay_type_mod	viral_name	viral_lineage	viral_sublineage	viral_mutation	vaccine_activity	vaccine_activity_unit	vaccine_activity_description	boost1_time_unit	boost1_time0	boost1_activity0	boost1_time1	boost1_time1_info	boost1_activity1	boost1_activitiy1_norm	boost1_effect1	boost1_time2	boost1_time2_info	boost1_activity2	boost1_activity2_norm	boost1_effect2	boost1_time3	boost1_time3_info	boost1_activity3	boost1_activity3_norm	boost1_effect3	database_name	group_name	eb_group_number
4187		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273	50	?g		None	None	Monovalent	1	Neutralization	Pseudotyped virus assay	Luciferase	Wuhan-Hu-1 D614G	Wuhan-Hu-1	Wuhan-Hu-1	D614G	ID50 GMT			days post booster			29		1782.7		1.00	181		617.2		1.00					
4188		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273.211	50	?g		None	None	Bivalent	1	Neutralization	Pseudotyped virus assay	Luciferase	Wuhan-Hu-1 D614G	Wuhan-Hu-1	Wuhan-Hu-1	D614G	ID50 GMT			days post booster			29		2278		1.28	181		1040		1.69					
4189		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273	50	?g		None	None	Monovalent	1	Neutralization	Pseudotyped virus assay	Luciferase	beta	B.1.351	B.1.351		ID50 GMT			days post booster			29		825.6		1.00	181		125.2		1.00					
4190		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273.211	50	?g		None	None	Bivalent	1	Neutralization	Pseudotyped virus assay	Luciferase	beta	B.1.351	B.1.351		ID50 GMT			days post booster			29		1095.3		1.33	181		343.5		2.74					
4191		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273	50	?g		None	None	Monovalent	1	Neutralization	Pseudotyped virus assay	Luciferase	Omicron	B.1.1.529	B.1.1.529		ID50 GMT			days post booster			29		630.5		1.00	181		145.6		1.00					
4192		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273.211	50	?g		None	None	Bivalent	1	Neutralization	Pseudotyped virus assay	Luciferase	Omicron	B.1.1.529	B.1.1.529		ID50 GMT			days post booster			29		1389.8		2.20	181		312.9		2.15					
4193		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273	50	?g		None	None	Monovalent	1	Neutralization	Pseudotyped virus assay	Luciferase	delta	B.1.617.2	B.1.617.2		ID50 GMT			days post booster			29		844.1		1.00	181		408		1.00					
4194		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273.211	50	?g		None	None	Bivalent	1	Neutralization	Pseudotyped virus assay	Luciferase	delta	B.1.617.2	B.1.617.2		ID50 GMT			days post booster			29		1481.2		1.75	181		491.3		1.20					
4195		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273	50	?g		None	None	Monovalent	2	Neutralization	Pseudotyped virus assay	Luciferase	Wuhan-Hu-1 D614G	Wuhan-Hu-1	Wuhan-Hu-1	D614G	ID50 GMT			days post booster	0	150	29		1952	13.01	1.00	181		673	4.49	1.00					
4196		1	Moderna	Safety, Immunogenicity and Antibody Persistence of a Bivalent Beta-Containing Booster Vaccine	https://doi.org/10.21203/rs.3.rs-1555201/v1	Pre-print	04/15/2022	human			2 x mRNA-1273	mRNA-1273.211	50	?g		None	None	Bivalent	2	Neutralization	Pseudotyped virus assay	Luciferase	Wuhan-Hu-1 D614G	Wuhan-Hu-1	Wuhan-Hu-1	D614G	ID50 GMT			days post booster	0	103	29		2172	21.09	1.62	181		1006	9.77	2.18					
